ACCIDENT_NUMBER,EVENT_DATE,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
ERA19LA055,11/23/2018,NORTH MYRTLE BEACH, SC,33.811667,-78.723889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
ERA19TA067,11/23/2018,SUMMERLAND KEY, FL,25.795277,-80.29,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,,0,1
GAA19CA077,11/21/2018,KANAB, UT,37.046944,-112.78,NON-FATAL,SUBSTANTIAL,GYROPLANE,SCOTT TAYLOR,ECLIPSE 10,,0,1
GAA19CA076,11/21/2018,OGDEN, UT,41.189444,-112.015,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,3
GAA19CA074,11/21/2018,SAND CREEK, WI,45.204722,-91.691666,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,,0,1
WPR19LA034,11/20/2018,COLORADO SPRINGS, CO,38.940555,-104.568611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,2,0
GAA19CA071B,11/20/2018,MIAMI, FL,25.6475,-80.433334,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,3
GAA19CA071A,11/20/2018,MIAMI, FL,25.6475,-80.433334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,3
WPR19LA029,11/19/2018,CASPER, WY,42.905833,-106.46,NON-FATAL,SUBSTANTIAL,AIRPLANE,BKF,BACKCOUNTRY SUPERCUB,0,0,2
GAA19CA068B,11/19/2018,CORONA, CA,33.8975,-117.600278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,4
GAA19CA068A,11/19/2018,CORONA, CA,33.8975,-117.600278,NON-FATAL,SUBSTANTIAL,AIRPLANE,SILVEIRA JONATHAN A,SONEX,0,0,4
GAA19CA067,11/18/2018,CENTER, TX,31.9,-94.08,NON-FATAL,SUBSTANTIAL,AIRPLANE,JABIRU,J230-SP,0,0,2
CEN19FA030,11/18/2018,HARMON, ND,46.9516589,-100.9526354,FATAL(3),DESTROYED,AIRPLANE,CESSNA,441,3,0,0
GAA19CA063,11/18/2018,KNOX CITY, TX,33.515,-99.953611,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,,0,4
ERA19LA086,11/18/2018,PETERSBURG, WV,38.995555,-79.145833,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46,,0,3
ERA19LA052,11/17/2018,BARNESVILLE, GA,32.98,-84.1,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,2,2
ERA19LA050,11/17/2018,CLERMONT, FL,28.421389,-81.691111,NON-FATAL,SUBSTANTIAL,AIRPLANE,ULTRALITE SRO,STINGSPORT,0,1,0
CEN19FA028,11/17/2018,FREDERICKSBURG, TX,30.275278,-98.9,FATAL(2),DESTROYED,AIRPLANE,NORTH AMERICAN,P51,2,0,0
ERA19FA049,11/17/2018,GAINESVILLE, GA,34.278889,-83.825,FATAL(1),SUBSTANTIAL,AIRPLANE,LANCAIR,LEGACY RG,1,1,0
WPR19TA037,11/17/2018,LAKE PLEASANT, AZ,33.903333,-112.300556,NON-FATAL,SUBSTANTIAL,AIRPLANE,SCOTTISH AVIATION,SERIES 100 MDL 101,,2,0
CEN19FA029,11/17/2018,LIBERAL, KS,36.985,-100.955278,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,55,2,0,0
ERA19FA048,11/17/2018,NICEVILLE, FL,30.528056,-86.438889,FATAL(1),SUBSTANTIAL,AIRPLANE,VANS,RV-12,1,1,0
GAA19CA069,11/17/2018,VERSAILLES, OH,40.204444,-84.5325,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,,0,2
GAA19CA064,11/16/2018,CHARLOTTE, NC,35.214444,-80.947222,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,1
ERA19FA047,11/16/2018,CLANTON, AL,32.822223,-86.459167,FATAL(2),SUBSTANTIAL,HELICOPTER,BELL,OH 58C,2,0,0
ERA19TA051,11/16/2018,FRANKLIN, NC,35.101944,-83.385277,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,E162,,1,0
WPR19FA026,11/16/2018,OVERGAARD, AZ,34.405833,-110.524167,FATAL(2),SUBSTANTIAL,AIRPLANE,ZENITH,CH601,2,0,0
WPR19FA025,11/15/2018,REDDING, CA,40.526945,-122.283611,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182,2,0,0
WPR19LA027,11/14/2018,PRESIDIO, TX,29.564167,-104.27,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA19CA060,11/14/2018,WILLIAMS, AZ,35.305556,-112.194444,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,,1,1
GAA19CA059,11/13/2018,KAILUA/KONA, HI,19.736944,-156.043055,NON-FATAL,SUBSTANTIAL,AIRPLANE,EUGENE WELLS,DRAGON FLY-B,,0,1
GAA19CA056,11/13/2018,NEWBERG, OR,45.323611,-123.054167,NON-FATAL,SUBSTANTIAL,HELICOPTER,GUIMBAL,CABRI,,0,2
GAA19CA081,11/12/2018,INVERNESS, FL,28.806389,-82.318056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,2
ERA19LA043,11/12/2018,MYRTLE BEACH, SC,33.643611,-78.919445,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERO COMMANDER,690,,1,0
GAA19CA058,11/12/2018,PISECO, NY,43.453333,-74.515,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,1,0
ERA19LA041,11/11/2018,LAKE CITY, FL,30.150556,-82.665,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,,4,0
GAA19CA066,11/10/2018,LIHUE, HI,21.966945,-159.508333,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,,0,3
WPR19LA023,11/10/2018,RAMONA, CA,33.040833,-116.925556,NON-FATAL,DESTROYED,AIRPLANE,VANS,RV7A,,0,2
ERA19TA042,11/10/2018,WILDWOOD, NJ,39.007778,-74.914167,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20C,0,1,0
GAA19CA054,11/9/2018,BOISE, ID,43.840277,-116.529445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,206,0,0,2
WPR19FA022,11/9/2018,GUTHRIE CENTER, IA,41.620278,-94.521945,FATAL(4),SUBSTANTIAL,AIRPLANE,PIPER,PA28,4,0,0
GAA19CA055,11/9/2018,REARDAN, WA,47.713333,-117.92,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,,0,2
ERA19FA039,11/9/2018,WALTON, NY,42.076945,-75.214444,FATAL(1),DESTROYED,AIRPLANE,CESSNA,310,1,0,0
GAA19CA070,11/8/2018,HOMOSASSA, FL,28.753333,-82.647222,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T337,,0,1
WPR19LA021,11/8/2018,ONTARIO, CA,34.134722,-117.663333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,,0,3
WPR19TA031A,11/5/2018,CHANDLER, AZ,33.269167,-111.811111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
WPR19TA031B,11/5/2018,CHANDLER, AZ,33.269167,-111.811111,NON-FATAL,MINOR,AIRPLANE,PIPER,PA28,0,0,3
GAA19CA092,11/5/2018,IMMOKALEE, FL,26.433611,-81.400556,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,MX7,,0,2
GAA19CA053,11/5/2018,TEXICO, NM,34.388611,-103.045,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,,2,2
GAA19CA047,11/4/2018,CULPEPER, VA,38.525556,-77.859722,NON-FATAL,SUBSTANTIAL,AIRPLANE,POBEREZNY,ACRO SPORT II,,0,1
GAA19CA049,11/4/2018,ELYRIA, OH,41.344166,-82.177778,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN,CTLS,,0,1
ERA19FA036,11/4/2018,LOUISA, VA,38.024445,-77.960556,FATAL(1),SUBSTANTIAL,AIRPLANE,TITAN,TORNADO 1,1,0,0
ERA19LA037,11/4/2018,WOODSTOCK, GA,34.111389,-84.449166,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,150,1,1,0
ANC19LA006,11/3/2018,ANCHORAGE, AK,61.215833,-149.841944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
WPR19TA018,11/3/2018,FLANIGAN, NV,40.106389,-119.872778,NON-FATAL,SUBSTANTIAL,AIRPLANE,AUDENRIED,KITFOX S7 SUPERSPORT,,1,0
GAA19CA052,11/3/2018,MERCED, CA,37.284722,-120.513889,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA19CA057,11/3/2018,RED CREEK, AZ,34.160278,-111.725834,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,A1,,0,2
CEN19FA024,11/3/2018,UVALDE, TX,29.368056,-99.923889,FATAL(3),DESTROYED,HELICOPTER,BELL,206,3,0,0
CEN19FA021,11/2/2018,BRADLEY, SD,45.108611,-97.694444,FATAL(1),DESTROYED,AIRPLANE,CESSNA,210,1,0,0
CEN19FA022,11/2/2018,BROOMFIELD, CO,39.9975,-105.045833,FATAL(2),SUBSTANTIAL,AIRPLANE,MUSTANG,II,2,0,0
GAA19CA061,11/2/2018,CORVALLIS, OR,44.497222,-123.289444,NON-FATAL,SUBSTANTIAL,AIRPLANE,SOCATA,TBM 700,0,0,4
CEN19FA020,11/2/2018,MCDOUGAL, AR,36.436666,-90.4525,FATAL(1),DESTROYED,HELICOPTER,HUGHES,369,1,2,0
WPR19LA019,11/2/2018,WICHITA FALLS, TX,33.941944,-98.602222,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,0,2,0
GAA19CA048,11/1/2018,CLEBURNE, TX,32.355833,-97.431667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
ANC19LA005,11/1/2018,WILLOW, AK,61.859444,-150.126111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,1,0
GAA19CA046,10/31/2018,GAINESVILLE, FL,29.69,-82.271667,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,55,,0,4
ERA19FA035,10/30/2018,BEEKMANTOWN, NY,44.744166,-73.439166,FATAL(2),DESTROYED,HELICOPTER,AEROSPATIALE,AS 355F2,2,2,0
WPR19LA017,10/30/2018,COTTONWOOD, CA,40.351111,-122.205278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,1,0
WPR19LA028,10/30/2018,KAILUA, HI,19.738889,-156.045555,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,430,,0,4
ERA19FA034,10/30/2018,SEBRING, FL,27.480556,-81.480278,FATAL(2),DESTROYED,GYROPLANE,AUTOGYRO,CAVALON,2,1,0
CEN19FA018,10/29/2018,ODANAH, WI,46.527223,-90.6025,FATAL(1),DESTROYED,HELICOPTER,EUROCOPTER,AS350,1,0,0
ERA19LA031,10/28/2018,ELBA, AL,31.410833,-86.09,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,,0,3
ERA19LA029,10/28/2018,MOUNTAIN REST, SC,34.865,-83.157222,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND,DA20,,0,2
ERA19LA028,10/28/2018,MURFREESBORO, TN,35.878611,-86.3775,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,V35,,1,0
ERA19LA030,10/28/2018,SIMSBURY, CT,41.916111,-72.776945,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,1,1
WPR19LA020,10/27/2018,BURNS, OR,42.3325,-118.315833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,3
GAA19CA039,10/27/2018,CARSON CITY, NV,39.208889,-119.804722,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,OH 58A,0,3,0
GAA19CA045,10/27/2018,DENVER, CO,39.57,-104.849444,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,,0,2
WPR19LA016,10/27/2018,FIILMORE, CA,34.374167,-118.961944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210,,2,0
CEN19CA017,10/27/2018,HOBBS, NM,32.682223,-103.221111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,,0,3
CEN19LA015,10/27/2018,HOUSTON, TX,29.823611,-95.675556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,3
GAA19CA038,10/27/2018,MARANA, AZ,32.412778,-111.220834,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND,DA 40,,0,1
CEN19LA016,10/27/2018,PASSAIC, MO,38.321945,-94.346944,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROTORWAY,162,,0,1
ERA19LA032,10/27/2018,VALKARIA, FL,27.9625,-80.564444,NON-FATAL,SUBSTANTIAL,AIRPLANE,TITAN,T51,0,1,0
ERA19LA027,10/26/2018,DENVER, CO,39.535555,-104.861667,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,2
GAA19CA044,10/26/2018,LARAMIE, WY,41.320278,-105.670278,NON-FATAL,SUBSTANTIAL,AIRPLANE,STODDARD HAMILTON,GLASAIR II,,0,2
GAA19CA040,10/26/2018,MIAMI, FL,25.649166,-80.429167,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA19CA042,10/26/2018,SALINA, KS,38.785,-97.645833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
GAA19CA036,10/25/2018,CARSON CITY, NV,39.192777,-119.735277,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIRPLANE FACTORY,SPORT LIGHT,0,0,1
ERA19LA033,10/25/2018,NEW MARKET, VA,38.655,-78.668334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
CEN19LA013,10/24/2018,MIDDLETOWN, OH,39.531945,-84.396389,NON-FATAL,SUBSTANTIAL,AIRPLANE,SORRELL,SORRELL SNS 7,,0,2
ERA19LA024,10/24/2018,STATE COLLEGE, PA,40.854444,-77.840277,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,2,0
WPR19LA014,10/23/2018,AGOURA HILLS, CA,34.138055,-118.724445,NON-FATAL,DESTROYED,AIRPLANE,NORTH AMERICAN,SNJ,0,0,1
GAA19CA035,10/23/2018,GREENVILLE, SC,34.848055,-82.35,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR20,,0,1
ERA19FA023,10/23/2018,WOODBINE, NJ,39.220556,-74.795833,FATAL(1),DESTROYED,AIRPLANE,MOONEY,M20C,1,0,0
GAA19CA037,10/22/2018,JUNCTION CITY, KS,39.043333,-96.843333,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,CH601,,0,1
WPR19LA013,10/22/2018,KANEOHE, HI,21.4675,-157.803889,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,,3,0
GAA19CA031,10/21/2018,CARSON CITY, NV,39.192222,-119.7325,NON-FATAL,SUBSTANTIAL,AIRPLANE,LEROUX JOHN F,CCX-1865,0,0,1
WPR19LA010,10/21/2018,HURRICANE, UT,37.158611,-113.307222,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46,,2,3
WPR19LA011,10/21/2018,INDIANAPOLIS, IN,39.894444,-86.304167,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,,0,1
ERA19LA022,10/20/2018,BROWNSTOWN, IN,38.842777,-86.063889,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA22,0,0,1
GAA19CA050,10/20/2018,EAST MORICHES, NY,40.823056,-72.750833,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
ERA19FA020,10/19/2018,MILTON, FL,30.708611,-86.771111,FATAL(1),SUBSTANTIAL,AIRPLANE,BOWERS,FLYBABY,1,0,0
GAA19CA082,10/19/2018,WAYNESBURG, PA,39.901111,-80.130556,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA19CA029,10/18/2018,DAHLONGA, GA,34.583056,-84.02,NON-FATAL,SUBSTANTIAL,AIRPLANE,CAPITAL HOLDINGS 226 LLC,CCX-2000,,0,2
GAA19CA028,10/18/2018,HASTINGS, MI,42.664444,-85.345277,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
ERA19LA019,10/18/2018,LYNCHBURG, VA,37.33,-79.2,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,2
GAA19CA032,10/18/2018,MADRAS, OR,44.665556,-121.153333,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,,0,2
ERA19LA021,10/18/2018,PLANT CITY, FL,28.000278,-82.163333,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,1,0
CEN19FA009,10/17/2018,FULTON, MO,38.858889,-91.909444,FATAL(1),DESTROYED,HELICOPTER,ROBINSON,R22,1,0,0
CEN19FA008,10/16/2018,CANONCITO, NM,35.071111,-107.035277,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182,2,0,0
ERA19LA018,10/16/2018,DAYTONA BEACH SHORES, FL,29.173611,-80.978334,NON-FATAL,SUBSTANTIAL,AIRPLANE,JABIRU,250,,1,0
ERA19LA017,10/16/2018,OPELIKA, AL,32.633334,-85.368334,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,,1,2
DCA18CA307,10/15/2018,ALBANY, NY,42.745,-73.845,NON-FATAL,NONE,AIRPLANE,BOEING,737,0,1,142
GAA19CA026,10/15/2018,DENVER, CO,39.793611,-104.541389,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,,0,2
ERA19LA014,10/15/2018,ZEPHYRHILLS, FL,28.260833,-82.210556,NON-FATAL,SUBSTANTIAL,AIRPLANE,HARGROVE,HUMMEL ULTRA CRUISER,0,1,0
GAA19CA022,10/14/2018,CHERRY RIDGE, PA,41.515556,-75.251667,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18-135,0,0,1
GAA19CA020,10/14/2018,LAWRENCEVILLE, GA,33.978056,-83.9625,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,2
GAA19CA024,10/14/2018,VERGENNES, VT,44.195833,-73.349444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
GAA19CA027,10/13/2018,CAMAS, WA,45.627778,-122.404444,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C,0,0,1
CEN19FA005,10/13/2018,CARTERSVILLE, GA,34.078889,-84.861111,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,0,0
CEN19LA006,10/13/2018,HUDSON, CO,40.110833,-104.700833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,,2,0
GAA19CA023,10/13/2018,MONTE VISTA, CO,37.531389,-106.044166,NON-FATAL,SUBSTANTIAL,AIRPLANE,SKYSTAR,KITFOX SER 5 SAFARI,,0,1
ERA19LA015,10/13/2018,PALM BAY, FL,27.934166,-80.606667,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVID,AVID FLYER,,0,2
WPR19FA007,10/13/2018,PAYSON, AZ,34.261667,-111.310556,FATAL(2),DESTROYED,AIRPLANE,CESSNA,T240,2,0,0
ERA19TA011,10/13/2018,REIDSVILLE, GA,32.059444,-82.153611,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,F33,,0,1
ERA19LA012,10/13/2018,WESTHAMPTON BEACH, NY,40.798611,-72.6125,FATAL(3),SUBSTANTIAL,AIRPLANE,PIPER,PA34,3,0,0
ERA19LA016,10/12/2018,BYHALIA, MS,34.710833,-89.719167,NON-FATAL,SUBSTANTIAL,AIRPLANE,SA300,STARDUSTER,0,1,0
ERA19FA010,10/12/2018,CULPEPER, VA,38.518611,-77.863333,FATAL(1),DESTROYED,AIRPLANE,VANS,VANS RV-8,1,0,0
DCA19CA010,10/12/2018,DENVER, CO,39.861667,-104.673056,INCIDENT,NONE,AIRPLANE,AIRBUS,A319,,1,0
CEN19LA002,10/12/2018,MIDLAND, TX,32.034444,-102.104722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,,2,0
GAA19CA034,10/12/2018,MONROE, WA,47.825,-122.018611,NON-FATAL,SUBSTANTIAL,AIRPLANE,JUST,JUST AIRCRAFT (HIGHL,,0,1
CEN19FA003,10/12/2018,PLACEDO, TX,28.705833,-96.804444,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR,AT502,1,0,0
GAA19CA051,10/12/2018,POCONO SUMMIT, PA,41.1225,-75.413333,NON-FATAL,SUBSTANTIAL,AIRPLANE,RICHARD SILVA,SEAWIND,,0,2
CEN19FA004,10/12/2018,POOLVILLE, TX,32.969445,-97.878889,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA32RT,2,0,0
CEN19LA007,10/12/2018,REFUGIO, TX,28.303889,-97.330834,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRUMMAN,AA5,,1,0
ANC19CA003,10/11/2018,ANCHORAGE, AK,61.251667,-149.963889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,207,0,0,2
DCA19CA006,10/11/2018,SAN JOSE, CA,37.334444,-121.820278,NON-FATAL,,AIRPLANE,BOEING,737,,1,121
GAA19CA013,10/10/2018,MARINA, CA,36.680834,-121.763333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,,0,1
WPR19TA005,10/10/2018,PLACITAS, NM,35.3075,-106.491111,NON-FATAL,,BALLOON,BALLOON WORKS,FIREFLY 7,,2,1
WPR19LA006,10/9/2018,CAPE GIRARDEAU, MO,37.225278,-89.570834,FATAL(1),SUBSTANTIAL,AIRPLANE,VANS,RV6,1,1,0
DCA19CA005,10/9/2018,CHARLOTTE, NC,35.213611,-80.948889,NON-FATAL,NONE,AIRPLANE,BOEING,737,0,2,91
GAA19CA021,10/9/2018,HAMPTON, GA,33.385833,-84.322223,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,S,,0,1
WPR19TA009,10/9/2018,THREE RIVERS, MI,41.961111,-85.586111,NON-FATAL,SUBSTANTIAL,AIRPLANE,KRELING,SUPERCAT,0,1,0
GAA19CA010,10/8/2018,CROWLEY, LA,30.055,-92.245833,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 402,0,0,1
WPR19LA003,10/8/2018,GRASS VALLEY, CA,39.237222,-121.111111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA19CA030,10/8/2018,RIO RANCHO, NM,35.226111,-106.649444,NON-FATAL,,BALLOON,ULTRAMAGIC,N 250,,1,12
GAA19CA008,10/8/2018,ROLLA, MO,37.935555,-91.813611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,188,,1,0
GAA19CA012,10/7/2018,BOLIVAR, MO,37.596111,-93.347777,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEARDEN BIPLANE,SOPWITH CAMEL,0,0,1
ERA19TA005,10/7/2018,BRIDGEVILLE, DE,38.715278,-75.570556,NON-FATAL,SUBSTANTIAL,HELICOPTER,ENSTROM,F28,0,0,4
GAA19CA015,10/7/2018,CORRY, PA,41.9075,-79.641111,NON-FATAL,SUBSTANTIAL,AIRPLANE,TITAN,TITAN TORNADO 912,0,0,2
GAA19CA018,10/7/2018,MANCHESTER, WV,40.533056,-80.541111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 16,,0,1
ANC19LA004,10/7/2018,NORTH POLE, AK,64.771667,-147.246666,NON-FATAL,SUBSTANTIAL,WEIGHT-SHIFT,AIRBORNE,X-SERIES,,1,0
ERA19FA003,10/6/2018,FANCY GAP, VA,36.638055,-80.707222,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,J3C,1,0,0
GAA19CA007,10/6/2018,MEDFORD, OR,42.367223,-122.869167,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M7,,0,2
GAA19CA009,10/6/2018,NEW ORLEANS, LA,30.038611,-90.026389,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,A75N1(PT17),,0,2
WPR19LA002,10/6/2018,SALINAS, CA,36.662778,-121.606389,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,,0,1
GAA19CA019,10/5/2018,CLEVELAND, TX,30.336389,-94.939444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7ECA,0,0,1
GAA19CA011,10/5/2018,SAN ANTONIO, TX,29.538889,-98.480278,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,55,,1,0
GAA19CA014,10/5/2018,STOCKTON, CA,37.894166,-121.238333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
ERA19LA008,10/5/2018,STONEWALL, MS,32.131667,-88.793333,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,NAVION A,,0,1
GAA19CA006,10/5/2018,TOPEKA, KS,39.068889,-95.6225,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,CH 2000,,0,1
GAA19CA017,10/4/2018,ALBERMARLE, NC,35.416667,-80.150833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177RG,0,0,2
GAA19CA004,10/4/2018,MARATHON, TX,29.823334,-102.690555,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,310,,0,4
ERA19CA002,10/4/2018,MYAKKA CITY, FL,27.411667,-82.154167,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7FC,,1,0
ERA19LA006,10/4/2018,WAGONER, OK,35.965556,-95.341944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,205,0,1,0
GAA19CA016,10/4/2018,WINDER, GA,33.980278,-83.660833,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,,0,2
ANC19CA002,10/3/2018,GAMBELL, AK,63.772778,-171.734722,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,1900,,0,9
GAA19CA005,10/3/2018,HAILEY, ID,43.506667,-114.299444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,,0,1
ERA19LA004,10/3/2018,SMITHVILLE, TN,35.985555,-85.809167,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 24-180,0,1,0
GAA19CA002,10/2/2018,FRANKSTON, TX,32.081667,-95.4525,NON-FATAL,SUBSTANTIAL,WEIGHT-SHIFT,AIRBORNE WINDSPORTS PTY LTD,EDGE XT 912,,1,0
GAA19CA003,10/1/2018,FARMINGDALE, NJ,40.185,-74.122223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,,0,1
GAA19CA001,10/1/2018,KEOKUK, IA,40.46,-91.452222,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,340,,0,3
WPR19FA001,10/1/2018,LA VERNE, CA,34.092222,-117.791944,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,V35,1,0,0
